bu_code;bu_naam;gm_naam
BU17081801;Buitengebied Zuidveen;Steenwijkerland
BU17081900;Onna;Steenwijkerland
BU17081901;Buitengebied Onna;Steenwijkerland
BU17082000;Kallenkote;Steenwijkerland
BU17082001;Buitengebied Kallenkote;Steenwijkerland
BU17082100;Eesveen;Steenwijkerland
BU17082101;Buitengebied Eesveen;Steenwijkerland
BU17082200;De Bult;Steenwijkerland
BU17082300;Baars;Steenwijkerland
BU17082400;Witte Paarden;Steenwijkerland
BU17082401;Buitengebied Witte Paarden;Steenwijkerland
BU17082500;De Pol;Steenwijkerland
BU17082600;Willemsoord;Steenwijkerland
BU17082601;Buitengebied Willemsoord;Steenwijkerland
BU17082700;Marijenkampen;Steenwijkerland
BU17082800;Tuk;Steenwijkerland
BU17082801;Buitengebied Tuk;Steenwijkerland
BU17082900;Steenwijkerwold;Steenwijkerland
BU17082901;Buitengebied Steenwijkerwold;Steenwijkerland
BU17083000;Basse;Steenwijkerland
BU17083001;Buitengebied Basse;Steenwijkerland
BU17083100;Paasloo;Steenwijkerland
BU17083200;IJsselham;Steenwijkerland
BU17083300;Ossenzijl;Steenwijkerland
BU17083301;Buitengebied Ossenzijl;Steenwijkerland
BU17083400;Wetering;Steenwijkerland
BU17083401;Buitengebied Wetering;Steenwijkerland
BU17083500;Nederland;Steenwijkerland
BU17083600;Baarlo;Steenwijkerland
BU17090000;Centrum;Moerdijk
BU17090001;Torenveld;Moerdijk
BU17090002;Krooswijk;Moerdijk
BU17090003;Bosselaar;Moerdijk
BU17090004;Lindonk;Moerdijk
BU17090005;Schansdijk en omgeving;Moerdijk
BU17090006;Zwanengat en omgeving;Moerdijk
BU17090008;Verspreide huizen ten westen van Zevenbergen;Moerdijk
BU17090009;Verspreide huizen ten oosten van Zevenbergen;Moerdijk
BU17090100;Zevenbergschen Hoek;Moerdijk
BU17090109;Verspreide huizen Zevenbergschen Hoek;Moerdijk
BU17090200;Langeweg;Moerdijk
BU17090209;Verspreide huizen Langeweg;Moerdijk
BU17090300;Klundert;Moerdijk
BU17090301;Noordschans;Moerdijk
BU17090302;Tonnekreek;Moerdijk
BU17090303;Industrieterrein Moerdijk;Moerdijk
BU17090309;Verspreide huizen Klundert;Moerdijk
BU17090400;Moerdijk;Moerdijk
BU17090401;Roodevaart;Moerdijk
BU17090409;Verspreide huizen Moerdijk;Moerdijk
BU17090500;Noordhoek;Moerdijk
BU17090509;Verspreide huizen Noordhoek;Moerdijk
BU17090600;Standdaarbuiten;Moerdijk
BU17090601;Kreek;Moerdijk
BU17090609;Verspreide huizen Standdaarbuiten;Moerdijk
BU17090700;Fijnaart;Moerdijk
BU17090701;Oudemolen;Moerdijk
BU17090702;Nieuwemolen met Driehoek;Moerdijk
BU17090703;Zwingelspaan;Moerdijk
BU17090709;Verspreide huizen Fijnaart;Moerdijk
BU17090800;Heijningen;Moerdijk
BU17090809;Verspreide huizen Heijningen;Moerdijk
BU17090900;Willemstad;Moerdijk
BU17090901;Noordlangeweg;Moerdijk
BU17090902;Kloosterblokje;Moerdijk
BU17090909;Verspreide huizen Willemstad;Moerdijk
BU17091000;Helwijk;Moerdijk
BU17091009;Verspreide huizen Helwijk;Moerdijk
BU17110101;Baakhoven;Echt-Susteren
BU17110102;In de Mehre;Echt-Susteren
BU17110103;Mariaveld;Echt-Susteren
BU17110104;Middelveld;Echt-Susteren
BU17110105;Munsterveld;Echt-Susteren
BU17110106;Susteren Centrum;Echt-Susteren
BU17110107;Verspreide huizen Susteren;Echt-Susteren
BU17110108;Wolfskoul;Echt-Susteren
BU17110153;Handelsterrein;Echt-Susteren
BU17110209;Dieteren;Echt-Susteren
BU17110210;Verspreide huizen Dieteren;Echt-Susteren
BU17110311;Heide;Echt-Susteren
BU17110312;Recreatiepark Hommelheide;Echt-Susteren
BU17110313;Verspreide huizen Heide;Echt-Susteren
BU17110414;Illikhoven en Visserweert;Echt-Susteren
BU17110415;Kokkelert;Echt-Susteren
BU17110416;Oud-Roosteren;Echt-Susteren
BU17110417;Roosteren;Echt-Susteren
BU17110418;Verspreide huizen Illikhoven en Visserweert;Echt-Susteren
BU17110419;Verspreide huizen Roosteren;Echt-Susteren
BU17110456;Buitengebied Oud-Roosteren;Echt-Susteren
BU17110520;Aasterberg;Echt-Susteren
BU17110521;Berkelaar;Echt-Susteren
BU17110522;De Berk;Echt-Susteren
BU17110523;De Loop;Echt-Susteren
BU17110524;Echt Centrum;Echt-Susteren
BU17110525;Echt Noord;Echt-Susteren
BU17110526;Gebroek;Echt-Susteren
BU17110527;Ophoven;Echt-Susteren
BU17110528;Businesspark Midden-Limburg;Echt-Susteren
BU17110547;Buitengebied de Berk;Echt-Susteren
BU17110548;Buitengebied de Loop;Echt-Susteren
BU17110549;Buitengebied Gebroek;Echt-Susteren
BU17110551;Buitengebied Ophoven;Echt-Susteren
BU17110554;Buitengebied Berkelaar;Echt-Susteren
BU17110555;Buitengebied Aasterberg;Echt-Susteren
BU17110628;Diergaarde;Echt-Susteren
BU17110629;Echterbosch;Echt-Susteren
BU17110630;Maria Hoop;Echt-Susteren
BU17110731;Hingen;Echt-Susteren
BU17110732;Peij;Echt-Susteren
BU17110733;Peijerveld;Echt-Susteren
BU17110734;Recreatiepark Marisheem;Echt-Susteren
BU17110735;Schilberg;Echt-Susteren
BU17110750;Buitengebied Hingen;Echt-Susteren
BU17110836;Liboscherveld;Echt-Susteren
BU17110837;Slek;Echt-Susteren
BU17110938;Verspreide huizen Nieuwstadt;Echt-Susteren
BU17110939;Nieuwstadt Centrum;Echt-Susteren
BU17110940;Cristina;Echt-Susteren
BU17111041;Sint Joost;Echt-Susteren
BU17111042;Verspreide Huizen Sint Joost;Echt-Susteren
BU17111143;Koningsbosch;Echt-Susteren
BU17111144;Lackerbosch;Echt-Susteren
BU17111145;Spaanshuisken;Echt-Susteren
BU17111146;Aan het Echterbos;Echt-Susteren
BU17111152;Buitengebied Spaanshuisken;Echt-Susteren
BU17140000;Sluis;Sluis
BU17140001;Sint Anna ter Muiden;Sluis
BU17140009;Verspreide huizen Sluis;Sluis
BU17140100;Retranchement;Sluis
BU17140109;Verspreide huizen Retranchement;Sluis
BU17140200;Aardenburg;Sluis
BU17140209;Verspreide huizen Aardenburg;Sluis
BU17140300;Eede;Sluis
BU17140309;Verspreide huizen Eede;Sluis
BU17140400;Sint Kruis;Sluis
BU17140409;Verspreide huizen Sint Kruis;Sluis
BU17140500;Oostburg;Sluis
BU17140509;Verspreide huizen Oostburg;Sluis
BU17140600;Zuidzande;Sluis
BU17140609;Verspreide huizen Zuidzande;Sluis
BU17140700;Cadzand;Sluis
BU17140701;Cadzand-Bad;Sluis
BU17140709;Verspreide huizen Cadzand;Sluis
BU17140800;Nieuwvliet;Sluis
BU17140801;Nieuwvliet-Bad-Oost en -West;Sluis
BU17140809;Verspreide huizen Nieuwvliet;Sluis
BU17140900;Groede;Sluis
BU17140909;Verspreide huizen Groede;Sluis
BU17141000;Breskens;Sluis
BU17141009;Verspreide huizen Breskens;Sluis
BU17141100;Hoofdplaat;Sluis
BU17141101;Nummer Een en omgeving;Sluis
BU17141108;Verspreide huizen Nummer Een en Slijkplaat;Sluis
BU17141109;Overige verspreide huizen Hoofdplaat;Sluis
BU17141200;IJzendijke;Sluis
BU17141209;Verspreide huizen IJzendijke;Sluis
BU17141300;Schoondijke;Sluis
BU17141309;Verspreide huizen Schoondijke;Sluis
BU17141400;Waterlandkerkje;Sluis
BU17141409;Verspreide huizen Waterlandkerkje;Sluis
BU17190101;Verspreide huizen Biesbosch;Drimmelen
BU17190102;Verspreide huizen Drimmelen;Drimmelen
BU17190103;Drimmelen havens;Drimmelen
BU17190104;Drimmelen Centrum;Drimmelen
BU17190201;Verspreide huizen Made;Drimmelen
BU17190202;Middelmade;Drimmelen
BU17190203;Zilverberg;Drimmelen
BU17190204;Hondenhei;Drimmelen
BU17190205;Haasdijk;Drimmelen
BU17190206;Hoogerheide;Drimmelen
BU17190207;Stuivezand;Drimmelen
BU17190208;Vierendelen;Drimmelen
BU17190209;De Dreven;Drimmelen
BU17190210;De Meede;Drimmelen
BU17190301;Verspreide huizen Terheijden;Drimmelen
BU17190302;Vaartkant;Drimmelen
BU17190303;Terheijden centrum;Drimmelen
BU17190304;Zeggepolder-oost;Drimmelen
BU17190305;Zeggepolder-zuid;Drimmelen
BU17190306;Bergen;Drimmelen
BU17190307;Molenpolder;Drimmelen
BU17190308;Kleine Schans;Drimmelen
BU17190309;Terheijden noordwest;Drimmelen
BU17190401;Verspreide huizen Wagenberg;Drimmelen
BU17190402;Wagenberg noordwest;Drimmelen
BU17190403;Wagenberg zuidoost;Drimmelen
BU17190501;Verspreide huizen Hooge Zwaluwe;Drimmelen
BU17190502;Verspreide huizen Zevenbergschen Hoek;Drimmelen
BU17190503;Helkant;Drimmelen
BU17190504;De Heerlijkheid Hooge Zwaluwe;Drimmelen
BU17190505;De Langstraatspoorlijn;Drimmelen
BU17190601;Verspreide huizen Lage Zwaluwe;Drimmelen
BU17190602;Kwistgeldpolder;Drimmelen
BU17190603;Die Swaluw;Drimmelen
BU17190604;De Heerlijkheid Lage Zwaluwe;Drimmelen
BU17190605;Blauwe Sluis;Drimmelen
BU17190606;Grienden;Drimmelen
BU17190607;Nieuwland;Drimmelen
BU17210101;'t Dorp;Bernheze
BU17210102;Oranjebuurt;Bernheze
BU17210103;'t Vijfeiken;Bernheze
BU17210104;Schoonstraat;Bernheze
BU17210105;Kennedystraat;Bernheze
BU17210106;Den Berg;Bernheze
BU17210107;Heelwijk;Bernheze
BU17210108;Componistenbuurt;Bernheze
BU17210109;Monseigneur van Den Hurklaan;Bernheze
BU17210110;Buitenpas - Noordrand;Bernheze
BU17210111;De Velft;Bernheze
BU17210112;Bekerbuurt;Bernheze
BU17210113;Wagnerplein;Bernheze
BU17210114;Het Rul;Bernheze
BU17210115;De Zeis;Bernheze
BU17210116;Graanbuurt;Bernheze
BU17210117;De Hoef 1;Bernheze
BU17210118;De Hoef 2;Bernheze
BU17210119;Broekhoek - Middelste Groes;Bernheze
BU17210120;De Beemd;Bernheze
BU17210201;St. Servatius - Schoonstr - Den Dolvert;Bernheze
BU17210202;Hoofdstraat;Bernheze
BU17210203;Heilige Stok - Kerkstraat;Bernheze
BU17210204;De abdij;Bernheze
BU17210205;Graaf Wernerstraat;Bernheze
BU17210206;Oranjewijk;Bernheze
BU17210207;Balledonk;Bernheze
BU17210208;Hopveld - Muggenhoek;Bernheze
BU17210209;Eikenhoek;Bernheze
BU17210210;Heilaren;Bernheze
BU17210211;Rodenburg;Bernheze
BU17210301;Laar;Bernheze
BU17210302;De Hoef;Bernheze
BU17210303;Kerkveld;Bernheze
BU17210304;Donzel;Bernheze
BU17210305;Maxend;Bernheze
BU17210306;Weijen West;Bernheze
BU17210307;Hoge Akkers;Bernheze
BU17210308;Van 't Rijk;Bernheze
BU17210309;Kleinwijk;Bernheze
BU17210310;Zwarte Molen;Bernheze
BU17210401;De Bleeken - 't Grolder;Bernheze
BU17210402;Zoggel - Berkt;Bernheze
BU17210403;Hooge Wijst - De Vorssel;Bernheze
BU17210501;Beugt;Bernheze
BU17210502;Fokkershoek;Bernheze
BU17210503;Heeswijkse Bosschen;Bernheze
BU17210504;Hazelberg;Bernheze
BU17210505;Heische Wal - DintherseHoek;Bernheze
BU17210506;Loosbroek;Bernheze
BU17210601;Groote Heide;Bernheze
BU17210602;Vorstenbosch;Bernheze
BU17210603;Menzel;Bernheze
BU17230101;Noordwest Alphen;Alphen-Chaam
BU17230102;Zuidoost Alphen;Alphen-Chaam
BU17230103;Zuidwest Alphen;Alphen-Chaam
BU17230104;Bedrijventerrein Alphen;Alphen-Chaam
BU17230105;'t Zand;Alphen-Chaam
BU17230106;Noordoost Alphen;Alphen-Chaam
BU17230107;Buitengebied Alphen;Alphen-Chaam
BU17230201;Centrum Chaam;Alphen-Chaam
BU17230202;Roode Beek;Alphen-Chaam
BU17230203;Elsakker;Alphen-Chaam
BU17230204;Wolfsdonk;Alphen-Chaam
BU17230205;Bedrijventerrein Baarleseweg Noord;Alphen-Chaam
BU17230206;Den Brabander;Alphen-Chaam
BU17230207;Buitengebied Chaam;Alphen-Chaam
BU17230301;Strijbeek;Alphen-Chaam
BU17230401;Kern Galder;Alphen-Chaam
BU17230402;Buitengebied Galder;Alphen-Chaam
BU17230501;Ulvenhout AC;Alphen-Chaam
BU17230601;Bavel AC;Alphen-Chaam
BU17240001;Broekstraat-Hoek-Lijnt-Eijkereind;Bergeijk
BU17240002;Kleine Broekstraat;Bergeijk
BU17240003;Jeruzalem;Bergeijk
BU17240004;Burgemeester Magneestraat e.o.;Bergeijk
BU17240005;Dokter A.Hoynck van Papendrechtstraat-Dokter Duchateaustraat;Bergeijk
BU17240006;Kept e.o.;Bergeijk
BU17240007;Hof;Bergeijk
BU17240008;Meester Pankenstraat-Riethovensedijk;Bergeijk
BU17240009;Bucht e.o.;Bergeijk
BU17240010;Schutsboom e.o.;Bergeijk
BU17240011;Eerselsedijk-Woonbos e.o.;Bergeijk
BU17240012;Van den Valgaetstraat e.o.;Bergeijk
BU17240013;Hagelkruis e.o.;Bergeijk
BU17240014;Beistervelden;Bergeijk
BU17240015;De Kabouterberg e.o.;Bergeijk
BU17240016;Eikenberg-Hooge Berkt;Bergeijk
BU17240017;Industrieterrein ' 't Stoom ';Bergeijk
BU17240101;Weebosch;Bergeijk
BU17240201;Tiliaans-Weegbree e.o.;Bergeijk
BU17240202;Prins van Luikstraat e.o.;Bergeijk
BU17240203;Dorpstraat-Sengelsbroeksestraat;Bergeijk
BU17240204;Hasselsestraat e.o.;Bergeijk
BU17240205;Kerkstraat e.o.;Bergeijk
BU17240206;Dorpstraat;Bergeijk
BU17240207;Kapellerweg-Rijt;Bergeijk
BU17240208;Molenstraat e.o.;Bergeijk
BU17240209;Industrieterrein 'Loonsebaan';Bergeijk
BU17240210;Boscheind;Bergeijk
BU17240211;Industrieterrein 'Zoeferbeemd';Bergeijk
BU17240301;Dorpsplein e.o.;Bergeijk
BU17240302;Eviestraat-Vlasstraat e.o.;Bergeijk
BU17240303;Willibrordusstraat e.o.;Bergeijk
BU17240304;Dorpsstraat e.o.;Bergeijk
BU17240306;De Hasselt e.o.;Bergeijk
BU17240307;Walik;Bergeijk
BU17240401;Heijerstraat-Loveren;Bergeijk
BU17240402;Dorpsstraat e.o.;Bergeijk
BU17240403;Aarperstraat-Lange Akkers;Bergeijk
BU17240404;Heuvel;Bergeijk
BU17240405;Beukenlaan e.o.;Bergeijk
BU17240406;Hoeverstraat e.o.;Bergeijk
BU17240407;Steenovens;Bergeijk
BU17240408;Aan de Heerstraat e.o.;Bergeijk
BU17240409;Industrieterrein 'Leemskuilen';Bergeijk
BU17240501;Loo;Bergeijk
BU17240502;Van den Tillaartstraat e.o.;Bergeijk
BU17240503;Industrieterrein 'Waterlaat';Bergeijk
BU17240504;Langveld e.o.;Bergeijk
BU17240505;Weebosserweg-Breerijt;Bergeijk
BU17240601;Buitengebied Noord 1;Bergeijk
BU17240602;Buitengebied Noord 2;Bergeijk
BU17240603;Buitengebied Noord 3;Bergeijk
BU17240604;Buitengebied Noord 4;Bergeijk
BU17240605;Buitengebied Zuid-Oost;Bergeijk
BU17240606;Buitengebied Noord-West 1;Bergeijk
BU17240607;Buitengebied Noord-West 2;Bergeijk
BU17240608;Buitengebied Zuid-West;Bergeijk
BU17240609;Buitengebied Zuid 1;Bergeijk
BU17240610;Buitengebied Zuid 2;Bergeijk
BU17280000;Bladel Centrum;Bladel
BU17280001;Bladel Bedrijventerrein De Sleutel;Bladel
BU17280002;Bladel Bedrijventerrein De Beemd en Leemskuilen;Bladel
BU17280003;Bladel Wilhelminalaan;Bladel
BU17280004;Bladel Gozelinusbocht;Bladel
BU17280005;Bladel Heeleind;Bladel
BU17280006;Bladel Hofstad;Bladel
BU17280007;Bladel Veilig Oord;Bladel
BU17280008;Bladel Zuid;Bladel
BU17280009;Verspreide huizen Bladel;Bladel
BU17280100;Netersel;Bladel
BU17280109;Verspreide huizen Netersel;Bladel
BU17280200;Hapert Centrum;Bladel
BU17280201;Industrieterrein Hapert;Bladel
BU17280202;Hapert Oost;Bladel
BU17280203;Hapert Noord;Bladel
BU17280204;Hapert Zuid-West;Bladel
BU17280207;Hapert Het Vennenbos;Bladel
BU17280208;Hapert Kempisch Bedrijvenpark;Bladel
BU17280209;Verspreide huizen Hapert;Bladel
BU17280300;Hoogeloon;Bladel
BU17280301;Hoogcasteren en omgeving;Bladel
BU17280309;Verspreide huizen Hoogeloon;Bladel
BU17280400;Casteren;Bladel
BU17280409;Verspreide huizen Casteren;Bladel
BU17290000;Gulpen;Gulpen-Wittem
BU17290001;Ingber-De Hut;Gulpen-Wittem
BU17290002;Euverem, Pesaken, Billinghuizen en Waterop;Gulpen-Wittem
BU17290003;Reijmerstok;Gulpen-Wittem
BU17290009;Verspreide huizen;Gulpen-Wittem
BU17290100;Wijlre;Gulpen-Wittem
BU17290101;Etenaken;Gulpen-Wittem
BU17290102;Stokhem-Beertsenhoven;Gulpen-Wittem
BU17290103;Elkenrade;Gulpen-Wittem
BU17290109;Verspreide huizen;Gulpen-Wittem
BU17290200;Eys-Overeys;Gulpen-Wittem
BU17290201;Trintelen;Gulpen-Wittem
BU17290202;Eyserheide;Gulpen-Wittem
BU17290209;Verspreide huizen;Gulpen-Wittem
BU17290300;Partij-Wittem;Gulpen-Wittem
BU17290301;Wahlwiller;Gulpen-Wittem
BU17290302;Nijswiller;Gulpen-Wittem
BU17290309;Verspreide huizen;Gulpen-Wittem
BU17290400;Mechelen;Gulpen-Wittem
BU17290401;Hilleshagen;Gulpen-Wittem
BU17290402;Schweiberg-Dal;Gulpen-Wittem
BU17290409;Verspreide huizen;Gulpen-Wittem
BU17290500;Epen;Gulpen-Wittem
BU17290501;Eperheide;Gulpen-Wittem
BU17290509;Verspreide huizen;Gulpen-Wittem
BU17290600;Slenaken;Gulpen-Wittem
BU17290601;Heijenrade;Gulpen-Wittem
BU17290602;Beutenaken;Gulpen-Wittem
BU17290603;Schilberg-Hoogcruts;Gulpen-Wittem
BU17300000;Zuidlaren;Tynaarlo
BU17300001;Zuid-Es;Tynaarlo
BU17300009;Verspreide huizen Zuidlaren;Tynaarlo
BU17300100;De Groeve;Tynaarlo
BU17300109;Verspreide huizen De Groeve;Tynaarlo
BU17300200;Zuidlaarderveen;Tynaarlo
BU17300209;Verspreide huizen Zuidlaarderveen;Tynaarlo
BU17300300;Midlaren;Tynaarlo
BU17300309;Verspreide huizen Midlaren;Tynaarlo
BU17300400;Westlaren;Tynaarlo
BU17300401;Westlaren Noord;Tynaarlo
BU17300402;Verspreide huizen Westlaren;Tynaarlo
BU17300403;Westlaren-West;Tynaarlo
BU17300500;Schuilingsoord;Tynaarlo
BU17300509;Verspreide huizen Schuilingsoord;Tynaarlo
BU17300600;Paterswolde;Tynaarlo
BU17300609;Verspreide huizen Paterswolde;Tynaarlo
BU17300700;Eelde;Tynaarlo
BU17300701;Oosterbroek en vliegveld;Tynaarlo
BU17300709;Verspreide huizen Eelde;Tynaarlo
BU17300800;Eelderwolde;Tynaarlo
BU17300805;Ter Borch;Tynaarlo
BU17300809;Verspreide huizen Eelderwolde;Tynaarlo
BU17300900;Vries;Tynaarlo
BU17300909;Verspreide huizen Vries;Tynaarlo
BU17301000;Donderen;Tynaarlo
BU17301009;Verspreide huizen Donderen;Tynaarlo
BU17301100;Bunne;Tynaarlo
BU17301101;Winde;Tynaarlo
BU17301108;Verspreide huizen Winde;Tynaarlo
BU17301109;Verspreide huizen Bunne;Tynaarlo
BU17301200;Yde;Tynaarlo
BU17301201;De Punt;Tynaarlo
BU17301208;Verspreide huizen De Punt;Tynaarlo
BU17301209;Verspreide huizen Yde;Tynaarlo
BU17301300;Tynaarlo;Tynaarlo
BU17301309;Verspreide huizen Tynaarlo;Tynaarlo
BU17301400;Zeegse;Tynaarlo
BU17301401;Oudemolen;Tynaarlo
BU17301402;Taarlo;Tynaarlo
BU17301407;Verspreide huizen Zeegse;Tynaarlo
BU17301408;Verspreide huizen Oudemolen;Tynaarlo
BU17301409;Verspreide huizen Taarlo;Tynaarlo
BU17301500;Zeijen;Tynaarlo
BU17301509;Verspreide huizen Zeijen;Tynaarlo
BU17310000;Beilen;Midden-Drenthe
BU17310001;Lieving Makkum;Midden-Drenthe
BU17310002;Holthe;Midden-Drenthe
BU17310003;Brunsting;Midden-Drenthe
BU17310009;Verspreide huizen Beilen;Midden-Drenthe
BU17310100;Hijken;Midden-Drenthe
BU17310101;Oranje;Midden-Drenthe
BU17310109;Verspreide huizen Hijken;Midden-Drenthe
BU17310200;Hooghalen;Midden-Drenthe
BU17310201;Laaghalen;Midden-Drenthe
BU17310209;Verspreide huizen Hooghalen;Midden-Drenthe
BU17310300;Wijster;Midden-Drenthe
BU17310309;Verspreide huizen Wijster;Midden-Drenthe
BU17310400;Spier;Midden-Drenthe
BU17310409;Verspreide huizen Spier;Midden-Drenthe
BU17310500;Drijber;Midden-Drenthe
BU17310509;Verspreide huizen Drijber;Midden-Drenthe
BU17310600;Smilde-Centrum;Midden-Drenthe
BU17310601;Smilde-Noord;Midden-Drenthe
BU17310602;Smilde-Zuid;Midden-Drenthe
BU17310609;Verspreide huizen Smilde;Midden-Drenthe
BU17310700;Bovensmilde-Centrum;Midden-Drenthe
BU17310701;Bovensmilde-Noord;Midden-Drenthe
BU17310702;Bovensmilde-Zuid;Midden-Drenthe
BU17310709;Verspreide huizen Bovensmilde;Midden-Drenthe
BU17310800;Hoogersmilde-Centrum;Midden-Drenthe
BU17310801;Hoogersmilde-Noord;Midden-Drenthe
BU17310802;Hoogersmilde-Zuid;Midden-Drenthe
BU17310809;Verspreide huizen Hoogersmilde;Midden-Drenthe
BU17310900;Westerbork;Midden-Drenthe
BU17310901;Eursinge;Midden-Drenthe
BU17310909;Verspreide huizen Westerbork;Midden-Drenthe
BU17311000;Elp;Midden-Drenthe
BU17311001;Zuidveld;Midden-Drenthe
BU17311009;Verspreide huizen Elp;Midden-Drenthe
BU17311100;Witteveen;Midden-Drenthe
BU17311109;Verspreide huizen Witteveen;Midden-Drenthe
BU17311200;Nieuw-Balinge;Midden-Drenthe
BU17311209;Verspreide huizen Nieuw-Balinge;Midden-Drenthe
BU17311309;Verspreide huizen Nieuweroord;Midden-Drenthe
BU17311400;Zwiggelte;Midden-Drenthe
BU17311409;Verspreide huizen Zwiggelte;Midden-Drenthe
BU17311500;Orvelte;Midden-Drenthe
BU17311509;Verspreide huizen Orvelte;Midden-Drenthe
BU17311600;Garminge;Midden-Drenthe
BU17311601;Balinge;Midden-Drenthe
BU17311602;Mantinge;Midden-Drenthe
BU17311609;Verspreide huizen de Broekstreek;Midden-Drenthe
BU17340101;Eimeren;Overbetuwe
BU17340102;Buitengebied Elst Oost;Overbetuwe
BU17340103;Buitengebied Hollanderbroek;Overbetuwe
BU17340104;Reeth;Overbetuwe
BU17340201;Kersenbongerd;Overbetuwe
BU17340202;de Wuurde;Overbetuwe
BU17340203;Elst centrum Zuidzijde;Overbetuwe
BU17340204;Lynden;Overbetuwe
BU17340205;Vosbergen;Overbetuwe
BU17340206;Huyekamp;Overbetuwe
BU17340207;de Zuiling;Overbetuwe
BU17340301;de Helster;Overbetuwe
BU17340302;Steding;Overbetuwe
BU17340303;Elst Centrum Noordzijde;Overbetuwe
BU17340304;Molenberg;Overbetuwe
BU17340305;Hollanderbroek;Overbetuwe
BU17340306;de Kist;Overbetuwe
BU17340401;Merm;Overbetuwe
BU17340402;De Aam;Overbetuwe
BU17340501;Westeraam, Centrale zone;Overbetuwe
BU17340502;Lingebuurt;Overbetuwe
BU17340503;Vierslag;Overbetuwe
BU17340504;Groenoord;Overbetuwe
BU17340505;Lanenbuurt;Overbetuwe
BU17340601;Omgeving Oude Bemmelseweg;Overbetuwe
BU17340602;Eshof;Overbetuwe
BU17340603;De Brieneshof-De Pas;Overbetuwe
BU17340701;Kern Oosterhout;Overbetuwe
BU17340702;Buitengebied Oosterhout oost;Overbetuwe
BU17340703;De Rietgraaf;Overbetuwe
BU17340704;Buitengebied Oosterhout West;Overbetuwe
BU17340705;Tergouw;Overbetuwe
BU17340706;Uiterwaarden Oosterhoutsche Waarden;Overbetuwe
BU17340801;Loenen;Overbetuwe
BU17340802;Kern Slijk-Ewijk;Overbetuwe
BU17340803;Uiterwaarden Loenense butenpolder;Overbetuwe
BU17340804;Buitengebied de Danenberg;Overbetuwe
BU17340901;Buitengebied Herveld Zuid;Overbetuwe
BU17340902;Kern Herveld;Overbetuwe
BU17340903;Omg. Binnenstraat-Stenenkamerstraat;Overbetuwe
BU17340904;Buitengebied Herveldse Veld;Overbetuwe
