bu_code;bu_naam;gm_naam
BU0363FQ10;Nieuwe Meer;Amsterdam
BU0363KA01;Westlandgrachtbuurt;Amsterdam
BU0363KA02;Surinamepleinbuurt;Amsterdam
BU0363KA03;Legmeerpleinbuurt;Amsterdam
BU0363KA04;Aalsmeerwegbuurt-West;Amsterdam
BU0363KA05;Aalsmeerwegbuurt-Oost;Amsterdam
BU0363KA06;Bedrijventerrein Schinkel;Amsterdam
BU0363KB01;Schinkelbuurt-Noord;Amsterdam
BU0363KB02;Schinkelbuurt-Zuid;Amsterdam
BU0363KC01;Vondelpark-West;Amsterdam
BU0363KC02;Willemsparkbuurt-Noord;Amsterdam
BU0363KC03;Valeriusbuurt-West;Amsterdam
BU0363KC04;Valeriusbuurt-Oost;Amsterdam
BU0363KD01;Vondelpark-Oost;Amsterdam
BU0363KD02;Cornelis Schuytbuurt;Amsterdam
BU0363KD03;Concertgebouwbuurt;Amsterdam
BU0363KD04;P.C. Hooftbuurt;Amsterdam
BU0363KD05;Museumplein;Amsterdam
BU0363KD06;Banpleinbuurt;Amsterdam
BU0363KD07;Hondecoeterbuurt;Amsterdam
BU0363KD08;Johannes Vermeerbuurt;Amsterdam
BU0363KD09;Duivelseiland;Amsterdam
BU0363KD10;Harmoniehofbuurt;Amsterdam
BU0363KE01;Frans Halsbuurt;Amsterdam
BU0363KE02;Gerard Doubuurt;Amsterdam
BU0363KE03;Hercules Seghersbuurt;Amsterdam
BU0363KE04;Sarphatiparkbuurt;Amsterdam
BU0363KE05;Hemonybuurt;Amsterdam
BU0363KF01;Cornelis Troostbuurt;Amsterdam
BU0363KF02;Lizzy Ansinghbuurt;Amsterdam
BU0363KF03;Van der Helstpleinbuurt;Amsterdam
BU0363KF04;Willibrordusbuurt;Amsterdam
BU0363KG01;Burgemeester Tellegenbuurt-West;Amsterdam
BU0363KG02;Burgemeester Tellegenbuurt-Oost;Amsterdam
BU0363KG03;Diamantbuurt;Amsterdam
BU0363KH01;Bertelmanpleinbuurt;Amsterdam
BU0363KH02;Olympisch Stadion e.o.;Amsterdam
BU0363KH03;Marathonbuurt-West;Amsterdam
BU0363KH04;Marathonbuurt-Oost;Amsterdam
BU0363KH05;Van Tuyllbuurt;Amsterdam
BU0363KH06;IJsbaanpad e.o.;Amsterdam
BU0363KJ01;Hiltonbuurt;Amsterdam
BU0363KJ02;Minervabuurt-Noord;Amsterdam
BU0363KJ03;Minervabuurt-Midden;Amsterdam
BU0363KJ04;Minervabuurt-Zuid;Amsterdam
BU0363KJ05;Beethovenbuurt;Amsterdam
BU0363KJ06;Diepenbrockbuurt;Amsterdam
BU0363KK01;Wielingenbuurt;Amsterdam
BU0363KK02;Scheldebuurt-West;Amsterdam
BU0363KK03;Scheldebuurt-Midden;Amsterdam
BU0363KK04;Scheldebuurt-Oost;Amsterdam
BU0363KK05;Veluwebuurt;Amsterdam
BU0363KK06;Kop Zuidas;Amsterdam
BU0363KL01;IJselbuurt-West;Amsterdam
BU0363KL02;IJselbuurt-Oost;Amsterdam
BU0363KM01;Kromme Mijdrechtbuurt;Amsterdam
BU0363KM02;Rijnbuurt-West;Amsterdam
BU0363KM03;Rijnbuurt-Midden;Amsterdam
BU0363KM04;Rijnbuurt-Oost;Amsterdam
BU0363KM05;Zorgvlied;Amsterdam
BU0363KN01;Prinses Irenebuurt;Amsterdam
BU0363KN02;Beatrixpark;Amsterdam
BU0363KP01;Zuidas-Noord;Amsterdam
BU0363KP02;RAI;Amsterdam
BU0363KP03;VU-kwartier;Amsterdam
BU0363KP04;Zuidas-Zuid;Amsterdam
BU0363KP05;Vivaldi;Amsterdam
BU0363KQ01;Amsterdamse Bos;Amsterdam
BU0363KQ02;Zuiderhof;Amsterdam
BU0363KQ03;Buitenveldert-West-Midden;Amsterdam
BU0363KQ04;Gelderlandpleinbuurt;Amsterdam
BU0363KQ05;Buitenveldert-Zuidwest;Amsterdam
BU0363KQ06;Buitenveldert-Zuid-Midden;Amsterdam
BU0363KR01;De Klenckebuurt;Amsterdam
BU0363KR02;Buitenveldert-Oost-Midden;Amsterdam
BU0363KR03;Buitenveldert-Zuidoost;Amsterdam
BU0363KR04;Amstelpark;Amsterdam
BU0363MA01;Java-eiland;Amsterdam
BU0363MA02;KNSM-eiland;Amsterdam
BU0363MA03;Oostelijke Handelskade;Amsterdam
BU0363MA04;Rietlanden;Amsterdam
BU0363MA05;Sporenburg;Amsterdam
BU0363MA06;Borneo;Amsterdam
BU0363MA07;Entrepot-Noordwest;Amsterdam
BU0363MA08;Bedrijvengebied Veelaan;Amsterdam
BU0363MA09;Architectenbuurt;Amsterdam
BU0363MA10;Cruquiusbuurt;Amsterdam
BU0363MA11;Bedrijvengebied Zeeburgerkade;Amsterdam
BU0363MB01;Weesperzijde-Noord;Amsterdam
BU0363MB02;Weesperzijde-Midden/Zuid;Amsterdam
BU0363MB03;Parooldriehoek;Amsterdam
BU0363MC01;Oosterparkbuurt-Noordwest;Amsterdam
BU0363MC02;Oosterpark;Amsterdam
BU0363MC03;Oosterparkbuurt-Zuidwest;Amsterdam
BU0363MC04;Oosterparkbuurt-Zuidoost;Amsterdam
BU0363MD01;Transvaalbuurt-West;Amsterdam
BU0363MD02;Transvaalbuurt-Oost;Amsterdam
BU0363ME01;Dapperbuurt-Noord;Amsterdam
BU0363ME02;Dapperbuurt-Zuid;Amsterdam
BU0363ME03;Oostpoort;Amsterdam
BU0363MF01;Timorpleinbuurt-Noord;Amsterdam
BU0363MF02;Timorpleinbuurt-Zuid;Amsterdam
BU0363MF03;Ambonpleinbuurt;Amsterdam
BU0363MG01;Makassarpleinbuurt;Amsterdam
BU0363MG02;Zeeburgerdijk-Oost;Amsterdam
BU0363MG03;Sumatraplantsoenbuurt;Amsterdam
BU0363MG04;Flevopark;Amsterdam
BU0363MH01;Sluisbuurt;Amsterdam
BU0363MH02;Sportheldenbuurt;Amsterdam
BU0363MH03;Oostpunt Zeeburgereiland;Amsterdam
BU0363MH04;Baaibuurt-West;Amsterdam
BU0363MH05;Baaibuurt-Oost;Amsterdam
BU0363MH06;Bovendiep/Diemerpark;Amsterdam
BU0363MJ01;Steigereiland-Zuid;Amsterdam
BU0363MJ02;Steigereiland-Noord;Amsterdam
BU0363MJ03;Rieteilanden-West;Amsterdam
BU0363MJ04;Joris Ivenspleinbuurt;Amsterdam
BU0363MJ05;Ed Pelsterparkbuurt;Amsterdam
BU0363MK01;Buiteneiland;Amsterdam
BU0363MK02;Pampusbuurt-West;Amsterdam
BU0363MK03;Pampusbuurt-Oost;Amsterdam
BU0363MK04;Centrumeiland;Amsterdam
BU0363MK05;Muidenbuurt-West;Amsterdam
BU0363ML01;Havenkwartier IJburg;Amsterdam
BU0363ML02;Theo van Goghparkbuurt;Amsterdam
BU0363ML03;Rieteiland-Oost;Amsterdam
BU0363MM01;Van der Kunbuurt;Amsterdam
BU0363MM02;De Eenhoorn;Amsterdam
BU0363MM03;Don Bosco;Amsterdam
BU0363MM04;Julianapark;Amsterdam
BU0363MM05;Frankendael;Amsterdam
BU0363MM06;Tuindorp Amstelstation;Amsterdam
BU0363MM07;De Wetbuurt;Amsterdam
BU0363MM08;Tuindorp Frankendael;Amsterdam
BU0363MN01;Linnaeusparkbuurt;Amsterdam
BU0363MN02;Middenmeer-Noord;Amsterdam
BU0363MN03;Middenmeer-Zuid;Amsterdam
BU0363MN04;Science Park-Noord;Amsterdam
BU0363MN05;Science Park-Zuid;Amsterdam
BU0363MN06;Sportpark Middenmeer-Zuid;Amsterdam
BU0363MN07;Sportpark Middenmeer-Noord;Amsterdam
BU0363MN08;Park de Meer;Amsterdam
BU0363MN09;Sportpark Voorland;Amsterdam
BU0363MP01;Drieburg;Amsterdam
BU0363MP02;Nieuwe Oosterbegraafplaats;Amsterdam
BU0363MP03;Betondorp;Amsterdam
BU0363MQ01;De Omval;Amsterdam
BU0363MQ02;Overamstel;Amsterdam
BU0363MQ03;Amstelglorie;Amsterdam
BU0363MQ04;Amstelkwartier-West;Amsterdam
BU0363MQ05;Amstelkwartier-Noord;Amsterdam
BU0363MQ06;Amstelkwartier-Zuid;Amsterdam
BU0363MQ07;Weespertrekvaart;Amsterdam
BU0363NA01;Noorder IJplas;Amsterdam
BU0363NA02;Melkweg/Oostzanerwerf;Amsterdam
BU0363NA03;Walvisbuurt;Amsterdam
BU0363NA04;Twiske-West;Amsterdam
BU0363NA05;Oostzanerdijk;Amsterdam
BU0363NA06;Circus/Kermisbuurt;Amsterdam
BU0363NA07;Molenwijk;Amsterdam
BU0363NB01;Cornelis Douwesterrein-West;Amsterdam
BU0363NB02;Cornelis Douwesterrein-Oost;Amsterdam
BU0363NB03;NDSM terrein;Amsterdam
BU0363NB04;Buiksloterham-Zuid;Amsterdam
BU0363NB05;Buiksloterham-Noord;Amsterdam
BU0363NB06;Klaprozenbuurt;Amsterdam
BU0363NB07;Overhoeks;Amsterdam
BU0363NC01;Tuindorp Oostzaan-West;Amsterdam
BU0363NC02;Tuindorp Oostzaan-Oost;Amsterdam
BU0363NC03;Terrasdorp;Amsterdam
BU0363NC04;De Bongerd;Amsterdam
BU0363ND01;Twiske-Oost;Amsterdam
BU0363ND02;Kadoelen;Amsterdam
BU0363NE01;Banne-Noordwest;Amsterdam
BU0363NE02;Banne-Noordoost;Amsterdam
BU0363NE03;Banne-Zuidwest;Amsterdam
BU0363NE04;Banne-Zuidoost;Amsterdam
BU0363NE05;Buiksloterbreek;Amsterdam
BU0363NE06;Marjoleinterrein;Amsterdam
BU0363NF01;Buiksloterdijk-West;Amsterdam
BU0363NF02;Buiksloterdijk-Oost;Amsterdam
BU0363NF03;Nieuwendammerdijk-West;Amsterdam
BU0363NF04;Nieuwendammerdijk-Oost;Amsterdam
BU0363NF05;Nieuwendammerdijk-Zuid;Amsterdam
BU0363NG01;Elzenhagen-Noord;Amsterdam
BU0363NG02;Elzenhagen-Zuid;Amsterdam
BU0363NG03;Nintemanterrein;Amsterdam
BU0363NH01;Buikslotermeer-Noord;Amsterdam
BU0363NH02;De Kleine Wereld;Amsterdam
BU0363NH03;Loenermark;Amsterdam
BU0363NH04;Buikslotermeerplein;Amsterdam
BU0363NH05;Plan van Gool;Amsterdam
BU0363NH06;Rode Kruisbuurt;Amsterdam
BU0363NJ01;Markengouw-Noord;Amsterdam
BU0363NJ02;Markengouw-Midden;Amsterdam
BU0363NJ03;Markengouw-Zuid;Amsterdam
BU0363NJ04;Werengouw-Noord;Amsterdam
BU0363NJ05;Werengouw-Midden;Amsterdam
BU0363NJ06;Werengouw-Zuid;Amsterdam
BU0363NK01;Bloemenbuurt-Noord;Amsterdam
BU0363NK02;Bloemenbuurt-Zuid;Amsterdam
BU0363NK03;Van der Pekbuurt;Amsterdam
BU0363NL01;Vogelbuurt-Noord;Amsterdam
BU0363NL02;Vliegenbos;Amsterdam
BU0363NL03;Vogelbuurt-Zuid;Amsterdam
BU0363NL04;IJplein e.o.;Amsterdam
BU0363NM01;Blauwe Zand;Amsterdam
BU0363NN01;Tuindorp Nieuwendam-West;Amsterdam
BU0363NN02;Tuindorp Nieuwendam-Oost;Amsterdam
BU0363NP01;Hamerstraatkwartier-West;Amsterdam
BU0363NP02;Hamerstraatkwartier-Oost;Amsterdam
BU0363NP03;Bedrijventerrein Nieuwendammerdijk;Amsterdam
BU0363NQ01;Noorderstrook-West;Amsterdam
BU0363NQ02;Noorderstrook-Oost;Amsterdam
BU0363NQ03;Zunderdorp;Amsterdam
BU0363NQ04;Schellingwoude-West;Amsterdam
BU0363NQ05;Schellingwoude-Oost;Amsterdam
BU0363NQ06;Schellingwoude-Noord;Amsterdam
BU0363NQ07;Zwarte Gouw;Amsterdam
BU0363NQ08;Holysloot;Amsterdam
BU0363NQ09;Ransdorp;Amsterdam
BU0363NQ10;Durgerdam;Amsterdam
BU0363SA01;Landelijk gebied Driemond;Amsterdam
BU0363SA02;Dorp Driemond;Amsterdam
BU0363SB01;Weespersluis-Noord;Amsterdam
BU0363SB02;Waterrijk;Amsterdam
BU0363SB03;Lanenrijk;Amsterdam
BU0363SB04;Vechtrijk;Amsterdam
BU0363SB05;Leeuwenveld;Amsterdam
BU0363SB06;Bedrijventerrein Nijverheidslaan;Amsterdam
BU0363SC01;Bedrijventerrein-Noord Weesp;Amsterdam
BU0363SC02;Hogewey-Noord;Amsterdam
BU0363SC03;Hogewey-Midden;Amsterdam
BU0363SC04;Hogewey-Zuid;Amsterdam
BU0363SC05;Weesp Dichtersbuurt;Amsterdam
BU0363SC06;Weesp Schildersbuurt;Amsterdam
BU0363SD01;Herensingelkwartier;Amsterdam
BU0363SD02;Bedrijventerrein Van Houten;Amsterdam
BU0363SD03;Weesp Centrum;Amsterdam
BU0363SD04;Weesp-Zuid I;Amsterdam
BU0363SD05;Weesp-Zuid II;Amsterdam
BU0363SD06;De Klomp;Amsterdam
BU0363SE01;Aetsveldsepolder;Amsterdam
BU0363SE02;Aetsveld-Zuid;Amsterdam
BU0363SE03;Aetsveld-Noord;Amsterdam
BU0363SE04;Oostelijke Vechtoever;Amsterdam
BU0363TA01;Hoofdcentrum-Zuidoost;Amsterdam
BU0363TA02;Amstel III deel C/D-Noord;Amsterdam
BU0363TA03;Amstel III deel A/B-Noord;Amsterdam
BU0363TA04;Amstel III deel C/D-Zuid;Amsterdam
BU0363TA05;Amstel III deel A/B-Zuid;Amsterdam
BU0363TA06;AMC;Amsterdam
BU0363TA07;Hoge Dijk;Amsterdam
BU0363TB01;Venserpolder-West;Amsterdam
BU0363TB02;Venserpolder-Oost;Amsterdam
BU0363TC01;D-buurt;Amsterdam
BU0363TC02;F-buurt;Amsterdam
BU0363TC03;Amsterdamse Poort;Amsterdam
BU0363TC04;Vogeltjeswei;Amsterdam
BU0363TC05;Nelson Mandelapark;Amsterdam
BU0363TD01;Hoptille;Amsterdam
BU0363TD02;Rechte H-buurt;Amsterdam
BU0363TD03;Hakfort/Huigenbos;Amsterdam
BU0363TD04;Huntum;Amsterdam
BU0363TE01;E-buurt;Amsterdam
BU0363TE02;G-buurt-West;Amsterdam
BU0363TE03;G-buurt-Noord;Amsterdam
BU0363TF01;G-buurt-Oost;Amsterdam
BU0363TF02;Grunder/Koningshoef;Amsterdam
BU0363TF03;Kantershof;Amsterdam
BU0363TG01;Bijlmermuseum-Noord;Amsterdam
BU0363TG02;Bijlmermuseum-Zuid;Amsterdam
BU0363TG03;De Kameleon e.o.;Amsterdam
BU0363TH01;Gooise Kant;Amsterdam
BU0363TH02;Kortvoort;Amsterdam
BU0363TH03;Kelbergen;Amsterdam
BU0363TH04;K-buurt-Zuidwest;Amsterdam
BU0363TH05;K-buurt-Zuidoost;Amsterdam
BU0363TJ01;Holendrecht-West;Amsterdam
BU0363TJ02;Holendrecht-Oost;Amsterdam
BU0363TJ03;Holendrecht-Zuid;Amsterdam
BU0363TK01;L-buurt;Amsterdam
BU0363TK02;Gaasperpark;Amsterdam
BU0363TK03;Gaasperplas;Amsterdam
BU0363TL01;Reigersbos 1;Amsterdam
BU0363TL02;Reigersbos 2;Amsterdam
BU0363TL03;Reigersbos 3;Amsterdam
BU0363TL04;Reigersbos 4;Amsterdam
BU0363TM01;Gein 1;Amsterdam
BU0363TM02;Gein 2;Amsterdam
BU0363TM03;Gein 3;Amsterdam
BU0363TM04;Gein 4;Amsterdam
BU03730101;Bergen-Centrum;Bergen (NH.)
BU03730102;Van Reenen;Bergen (NH.)
BU03730103;Boschrand;Bergen (NH.)
BU03730104;Negen-Nessen;Bergen (NH.)
BU03730105;Landweg;Bergen (NH.)
BU03730106;Oudtburgh;Bergen (NH.)
BU03730107;De Rekere;Bergen (NH.)
BU03730108;Elkshove;Bergen (NH.)
BU03730109;Saenegheest;Bergen (NH.)
BU03730110;Tuin-en Oostdorp;Bergen (NH.)
BU03730111;Boendermaker;Bergen (NH.)
BU03730112;Kruidenbuurt;Bergen (NH.)
BU03730113;Conincx;Bergen (NH.)
BU03730114;Beekhove;Bergen (NH.)
BU03730115;Oldehove;Bergen (NH.)
BU03730116;Geest;Bergen (NH.)
BU03730117;Westdorp;Bergen (NH.)
BU03730200;Bergen aan Zee;Bergen (NH.)
BU03730300;Buitengebied Bergen;Bergen (NH.)
BU03730400;Egmond aan Zee;Bergen (NH.)
BU03730401;Prins Hendrik Stichting;Bergen (NH.)
BU03730402;Zuid I en II;Bergen (NH.)
BU03730403;Sportlaan;Bergen (NH.)
BU03730500;Egmond-Binnen;Bergen (NH.)
BU03730501;Rinnegom;Bergen (NH.)
BU03730600;Egmond aan den Hoef;Bergen (NH.)
BU03730601;Slotplan;Bergen (NH.)
BU03730602;Wimmenum;Bergen (NH.)
BU03730609;Verspreide huizen Egmondermeer;Bergen (NH.)
BU03730700;Schoorl met Bregtdorp;Bergen (NH.)
BU03730701;Schoorldam (gedeeltelijk);Bergen (NH.)
BU03730702;Aagtdorp;Bergen (NH.)
BU03730703;Catrijp;Bergen (NH.)
BU03730704;Groet met Hargen;Bergen (NH.)
BU03730705;Camperduin;Bergen (NH.)
BU03730709;Verspreide huizen in de polders;Bergen (NH.)
BU03750000;Wijkertoren;Beverwijk
BU03750001;Meerplein;Beverwijk
BU03750002;Koningstraat;Beverwijk
BU03750003;Burgerhartstraat;Beverwijk
BU03750004;Sint Aagtendorp;Beverwijk
BU03750005;Reguliersstraat;Beverwijk
BU03750100;Vondellaan;Beverwijk
BU03750101;Ronde Boogaard;Beverwijk
BU03750102;Westerhout;Beverwijk
BU03750200;Oranjebuurt;Beverwijk
BU03750201;Oud Sportpark;Beverwijk
BU03750202;Beijnes;Beverwijk
BU03750300;Plantage;Beverwijk
BU03750301;Oostertuinen;Beverwijk
BU03750302;Kuenenplein;Beverwijk
BU03750303;De Naald;Beverwijk
BU03750400;Warande;Beverwijk
BU03750401;De Horn;Beverwijk
BU03750500;Westertuinen;Beverwijk
BU03750501;Creutzberglaan;Beverwijk
BU03750502;Binnenduin;Beverwijk
BU03750600;Oosterwijk;Beverwijk
BU03750601;Zwaansmeer;Beverwijk
BU03750700;Bleriotlaan;Beverwijk
BU03750701;Fokkerlaan;Beverwijk
BU03750702;Wijkerbaan;Beverwijk
BU03750703;Overbos;Beverwijk
BU03750800;Wijk aan Zee;Beverwijk
BU03750801;Industriegebied Hoogovens;Beverwijk
BU03750900;De Pijp;Beverwijk
BU03750901;Kagerweg;Beverwijk
BU03750902;Wijkerbroek;Beverwijk
BU03751000;Lanen;Beverwijk
BU03751001;De Ladder Noord;Beverwijk
BU03751002;De Ladder Zuid;Beverwijk
BU03751003;Waterwijk;Beverwijk
BU03760101;Bijvanck;Blaricum
BU03760102;Blaricum-Dorp;Blaricum
BU03760103;Blaricummer Heide;Blaricum
BU03760104;Blaricummermeent;Blaricum
BU03760105;Crailo;Blaricum
BU03760106;De Kampen;Blaricum
BU03760107;Eemmeer-Blaricum;Blaricum
BU03760108;Stichtsebrug;Blaricum
BU03760109;Warandepark-De Eng;Blaricum
BU03770000;Bloemendaal;Bloemendaal
BU03770001;Veen en Duin;Bloemendaal
BU03770002;Wildhoef;Bloemendaal
BU03770003;Duinlustpark;Bloemendaal
BU03770004;Provinciaal Ziekenhuis;Bloemendaal
BU03770005;De Rijp;Bloemendaal
BU03770009;Verspreide huizen Bloemendaal;Bloemendaal
BU03770100;Overveen;Bloemendaal
BU03770101;Oldenhove;Bloemendaal
BU03770109;Overveen-West;Bloemendaal
BU03770200;Aerdenhout-Centrum;Bloemendaal
BU03770201;Aerdenhout-West;Bloemendaal
BU03770202;Aerdenhout-Noord;Bloemendaal
BU03770209;Aerdenhout-Zuid;Bloemendaal
BU03770300;Vogelenzang;Bloemendaal
BU03770309;Verspreide huizen Vogelenzang;Bloemendaal
BU03770400;Oude Kern Bennebroek;Bloemendaal
BU03770401;Villawijk Het Duin;Bloemendaal
BU03770402;Leidsevaart- Bloemhof;Bloemendaal
BU03770403;Villawijk Bijweg;Bloemendaal
BU03770404;Meerwijk;Bloemendaal
BU03770409;Vogelenzang Psychiatrisch Ziekenhuis;Bloemendaal
BU03830001;Centrum-Noord;Castricum
BU03830011;Centrum-Zuid;Castricum
BU03830101;Oranjebuurt;Castricum
BU03830111;Kooiweg;Castricum
BU03830201;Molendijk;Castricum
BU03830211;Noord-End;Castricum
BU03830221;Albert's Hoeve;Castricum
BU03830301;Beverwijkerstraatweg;Castricum
BU03830311;Buitengebied;Castricum
BU03830401;Bakkum-Noord;Castricum
BU03830411;Bakkum-Zuid;Castricum
BU03830421;Duin en Bosch;Castricum
BU03830431;Duingebied;Castricum
BU03830501;Akersloot Oost;Castricum
BU03830511;Akersloot West;Castricum
BU03830601;De Woude;Castricum
BU03830701;Limmen West;Castricum
BU03830711;Limmen Centrum;Castricum
BU03830721;Limmen Oost;Castricum
BU03840101;Buytenstee;Diemen
BU03840102;Oud Diemen;Diemen
BU03840103;Vogelweide;Diemen
BU03840104;Scheepskwartier;Diemen
BU03840105;Vlindertuin;Diemen
BU03840106;Diemerpolder;Diemen
BU03840201;Centrum West;Diemen
BU03840202;Ruimzicht West;Diemen
BU03840203;Spoorzicht;Diemen
BU03840204;Buitenlust;Diemen
BU03840205;Spoordriehoek;Diemen
BU03840206;Ruimzicht Oost;Diemen
BU03840207;Centrum Oost;Diemen
BU03840208;Studentenflats Rode Kruislaan;Diemen
BU03840301;Akkerland;Diemen
BU03840302;Bomenrijk;Diemen
BU03840303;Beukenhorst;Diemen
BU03840304;Anne Frank;Diemen
BU03840305;Schelpenhoek;Diemen
BU03840306;Kruidenhof;Diemen
BU03840307;Polderland;Diemen
BU03840308;Biesbosch;Diemen
BU03840401;Bergwijkpark;Diemen
BU03840501;Campus Diemen Zuid;Diemen
BU03840502;Holland Park;Diemen
BU03840503;Holland Park Zuid;Diemen
BU03840504;Holland Park West;Diemen
BU03840601;Verrijn Stuart;Diemen
BU03840602;De Sniep;Diemen
BU03840603;Stammerdijk;Diemen
BU03840701;Plantage de Sniep Zuid;Diemen
BU03840702;Plantage de Sniep Noord;Diemen
BU03840703;Sportpark De Diemen;Diemen
BU03840801;Gemeenschapspolder;Diemen
BU03840802;Overdiemerpolder;Diemen
BU03840803;Overdiemen;Diemen
BU03840804;Diemer Vijfhoek;Diemen
BU03850001;Edam-Oude kom;Edam-Volendam
BU03850002;Edam-Industriegebied;Edam-Volendam
BU03850003;Edam-Zuid;Edam-Volendam
BU03850004;Edam-Singelwijk;Edam-Volendam
BU03850005;Edam-Molenbuurt;Edam-Volendam
BU03850006;Zeevangpolder;Edam-Volendam
BU03850007;Broeckgouw;Edam-Volendam
BU03850008;Lange Weeren;Edam-Volendam
BU03850101;Purmerpolder;Edam-Volendam
BU03850201;Volendam-Oude kom;Edam-Volendam
BU03850202;Volendam-Katham + Planetenbuurt;Edam-Volendam
BU03850203;Volendam-Blokgouw 1 en 2;Edam-Volendam
BU03850204;Volendam-Blokgouw 3;Edam-Volendam
BU03850205;Volendam-Blokgouw 4, 5 en 6;Edam-Volendam
BU03850206;Volendam-Blokgouw 7 en 8;Edam-Volendam
BU03850207;Volendam-Rozettenbuurt;Edam-Volendam
BU03850208;Volendam-Bloemenbuurt;Edam-Volendam
BU03850209;Volendam-Industriegebied;Edam-Volendam
BU03850210;Volendam-Middengebied;Edam-Volendam
BU03850211;Lange Weeren;Edam-Volendam
BU03850212;Broeckgouw;Edam-Volendam
BU03850301;Beets;Edam-Volendam
BU03850401;Oosthuizen;Edam-Volendam
BU03850402;De Watering;Edam-Volendam
BU03850501;Warder;Edam-Volendam
BU03850601;Middelie;Edam-Volendam
BU03850701;Kwadijk;Edam-Volendam
BU03850801;Schardam;Edam-Volendam
BU03850901;Hobrede;Edam-Volendam
BU03880001;Centrum Zuid-Oost;Enkhuizen
BU03880002;Centrum Noord-Oost;Enkhuizen
BU03880003;Centrum Noord-West;Enkhuizen
BU03880004;Centrum Zuid-West;Enkhuizen
BU03880101;Kadijken;Enkhuizen
BU03880102;Gommerwijk West-West;Enkhuizen
BU03880103;Drechterwijk;Enkhuizen
BU03880104;Gommerwijk West;Enkhuizen
BU03880105;Gommerwijk Oost;Enkhuizen
BU03880106;Oude Gouw;Enkhuizen
BU03880107;Noord;Enkhuizen
BU03880108;Enkhuizerzand;Enkhuizen
BU03880201;Enkhuizen buitengebied;Enkhuizen
BU03880301;Westeinde;Enkhuizen
BU03880302;Schepenwijk;Enkhuizen
BU03880303;Krabbersplaat;Enkhuizen
BU03880304;Ketenwaal;Enkhuizen
BU03881001;IJsselmeer en Markermeer;Enkhuizen
BU03881002;Vogeleiland;Enkhuizen
BU03920101;Stationsbuurt;Haarlem
BU03920102;Binnenstad;Haarlem
BU03920103;Bakenes;Haarlem
BU03920104;Burgwal;Haarlem
BU03920105;Vijfhoek;Haarlem
BU03920106;Heiliglanden;Haarlem
BU03920201;Koninginnebuurt;Haarlem
BU03920202;Florapark;Haarlem
BU03920203;Welgelegen;Haarlem
BU03920204;Rozenprieel-noord;Haarlem
BU03920205;Rozenprieel-zuid;Haarlem
BU03920206;Bosch en Vaart;Haarlem
BU03920207;Haarlemmerhout;Haarlem
BU03920208;Zuiderhout;Haarlem
BU03920301;Garenkokerskwartier;Haarlem
BU03920302;Hasselaersbuurt;Haarlem
BU03920303;Leidsebuurt-west;Haarlem
BU03920304;Leidsebuurt-oost;Haarlem
BU03920401;Van Galenbuurt;Haarlem
BU03920402;Zeeheldenbuurt;Haarlem
BU03920403;Geschiedschrijversbuurt;Haarlem
BU03920404;Natuurkundigenbuurt-west;Haarlem
BU03920405;Natuurkundigenbuurt-oost;Haarlem
BU03920501;Veldzigt;Haarlem
BU03920502;Bloemenbuurt;Haarlem
BU03920503;Ramplaankwartier;Haarlem
BU03920504;Tuinbouwgebied-noord;Haarlem
BU03920505;Tuinbouwgebied-zuid;Haarlem
BU03920506;Oosterduin;Haarlem
BU03920601;Sportliedenbuurt;Haarlem
BU03920602;Waarderpolder;Haarlem
BU03920603;Schoteroog en Veerpolder;Haarlem
BU03920701;Oude Amsterdamsebuurt;Haarlem
BU03920702;Potgieterbuurt;Haarlem
BU03920703;Cremerbuurt;Haarlem
BU03920704;Van Zeggelenbuurt;Haarlem
BU03920801;Kruistochtbuurt;Haarlem
BU03920802;Componistenbuurt;Haarlem
BU03920803;Karolingenbuurt;Haarlem
BU03920804;Verzetsliedenbuurt;Haarlem
BU03920901;Architectenbuurt;Haarlem
BU03920902;Zuiderpolder-noord;Haarlem
BU03920903;Buitengebied Zuiderpolder;Haarlem
BU03920904;Kunstschildersbuurt;Haarlem
BU03920905;Zuiderpolder-zuid;Haarlem
BU03920906;Reinaldapark;Haarlem
BU03921001;Generaalsbuurt;Haarlem
BU03921002;De Goede Hoop;Haarlem
BU03921003;Nelson Mandelabuurt;Haarlem
BU03921004;Frans Halsbuurt;Haarlem
BU03921005;Patrimoniumbuurt;Haarlem
BU03921101;Medanbuurt;Haarlem
BU03921102;Nieuw-Guineabuurt;Haarlem
BU03921103;Weltevredenbuurt;Haarlem
BU03921104;Molukkenbuurt;Haarlem
BU03921105;Soendabuurt;Haarlem
BU03921201;Bomenbuurt-west;Haarlem
BU03921202;Bomenbuurt-oost;Haarlem
BU03921203;Schoterveenpolder;Haarlem
BU03921204;Kweektuinbuurt;Haarlem
BU03921205;Kleverpark-noord;Haarlem
BU03921206;Ripperdabuurt;Haarlem
BU03921207;Kleverpark-zuid;Haarlem
BU03921301;Noorderhout;Haarlem
BU03921302;Schotervlieland;Haarlem
BU03921303;De Krim;Haarlem
BU03921304;Sinnevelt;Haarlem
BU03921305;Planetenbuurt;Haarlem
BU03921306;Burgemeesterskwartier;Haarlem
BU03921307;Sterrenbuurt;Haarlem
BU03921401;Nachtegaalbuurt;Haarlem
BU03921402;Meeuwenbuurt;Haarlem
BU03921403;Dietsveld;Haarlem
